,commit,pred,prob,label,fold
0,3e86896c13aa51480fbde2a15b2beada9b6f0008,0,0.0,0,0
1,ff4ef533a558a7a176e4649ce5c6d54fb2383217,0,0.06,0,0
2,3700641b4e745a1804b4409c58dee15b459dad16,0,0.02,0,0
3,324363816774a1f9bca998950081130be6756611,0,0.0,0,0
4,ad433ecc1684683e3eba11dc198cc0d853299410,0,0.01,0,0
5,954338a1522aa32b869966be63ef833d10cdd79e,0,0.005,0,0
6,f89a85b051c6e81bb4dafe12414f105ea69ef413,0,0.0,0,0
7,4063df71c300b399fac4b2dced18ec0beb4556f7,0,0.0,0,0
8,062bc6fe7d48d4eb4cdf3abec09e7547a0a9aed7,0,0.0,0,0
9,75fa90e96c3ea16f92e1a178b257534990ac1616,0,0.0,0,0
10,d68a7a4189be8032045f952952c1aa9c764a3b9a,0,0.0,0,0
11,1621a23d2bd99df845abae0beea0add84135a49d,0,0.0,0,0
12,10f6a80c9674aca24c633d9816272430bff49425,0,0.005,0,0
13,bb017e0d4d139ada3dc8cc3e6eccc0c34e0bbb9f,0,0.0,0,0
14,46a081d69c27f0c57ee633489baa62b01d9b3cc2,0,0.0,0,0
15,d18fb1abdfaed0671a33753c7341d80b64a2c7bf,0,0.03,0,0
16,bf7aa89ca45706ad1f40cacdf7448626529dd6b0,0,0.0,0,0
17,05724b2baa1d160f08132ff2038586e389048680,0,0.0,0,0
18,bbc2e7ee859287f84055b7637d92363cece9442c,0,0.0,0,0
19,e04966a6122ef94d295a070bf96774629e9f05a4,0,0.0,0,0
20,68cb8af7e402041e33e931f33bc60a32d7b9ce95,0,0.005,0,0
21,73438e431e9b4bd752ce901770499577d8f828f8,0,0.0,0,0
22,d02958ca097c65f73bd51adbe246ff4d3ec07ca0,0,0.0,0,0
23,217da1e6aa2b2c9f626ed2efa42e3e3996175571,0,0.015,0,0
24,a9dea5e5c4484c28ee68c002fede54a6c9fcf1bb,0,0.0,0,0
25,00ecd339bdd8c977822d78c881667df3c211d146,0,0.0,0,0
26,567388428cab9b2aec090f4c1641a69feb6f5a5d,0,0.06,0,0
27,3ef823e8e1ff4f12636fc78ab84de6042f6efd9f,0,0.01,0,0
28,dee8f6fb849fd3b7d928f13e273f8160f0a45f5b,0,0.02,1,0
29,d41660809d53b1679a6dd697e07679da5e543f4f,0,0.035,0,0
30,dd5d284e86cc83b1ef8088fa8cba383d95957850,0,0.0,0,0
31,b69c4759ed286546ba5437d9fcb6d24a1e2d3f8d,0,0.0,0,0
32,268d4936d4136ce35af688617bbd6874b0854f4c,0,0.0,0,0
33,180d948d7f0cf73fd9a657ecbcb382b2e9b22cb7,0,0.0,0,0
34,c7d709b22074a4f5f952cc2b71f9053a5a38b138,0,0.0,0,0
35,a881c3e22665f65d974063d0536fdfd75f45d0d3,0,0.035,0,0
36,00c8096cbf6ca89b17685488eddb5d0782fa18e4,0,0.0,0,0
37,e12eb5d4d79398f4d3dab7a593efd767c59b74c6,0,0.0,0,0
38,5f2fa64137db3c492b97271e6aa42ffd5598c475,0,0.035,0,0
39,97611fda5d134bc7f32533f7c11b9b2a3f4bf939,0,0.0,0,0
40,d4ccd259d95ed8f1e2a7c2526cdec64692ca0ac9,0,0.0,0,0
41,47fb7767924e95157488d0816599e5d7c9cf40a9,0,0.0,0,0
42,c7aea90a7a6e27d7159034cfbea64f796c6846af,0,0.035,0,0
43,4badcde7f7cfb7a295103b5b89d1e58a868e196b,0,0.0,0,0
44,e7c421ff35958ce2df61de1091d355370ae28475,0,0.0,0,0
45,91731736990da48ebb60554eeaf4e22146eafc32,0,0.005,0,0
46,cae8364d9e44065272eea22f5a64e78443b8f641,0,0.015,1,0
47,05803b0d5826891c03927b2b1a49de8a77799f72,0,0.045,0,0
48,c10c62ed737b57abaec72acca4c830492e2595c7,0,0.0,0,0
49,94d5208dd90c645290c3e184c4a8592c4cb3028a,0,0.015,0,0
50,fb184a7650fa0e5419c5afb51c88c2d40ef47d63,0,0.0,1,0
51,a7be33e9c6603cb15fb873ab721fbca1ef300600,0,0.0,0,0
52,dc54284ee75435773dc37022d3759c582743c189,0,0.0,0,0
53,a14b28923e3a6d76732de072a774c6eed1f9ce61,0,0.0,0,0
54,c26c72f8a8ee9996bff2bf139eb42fc2c56e62d8,0,0.0,0,0
55,45b32d3a9c9695af12083dfd91dd2b3f4c2912df,0,0.05,0,0
56,6315e8c138d2b23427e77271bfad2359432a570b,0,0.0,0,0
57,341aaa797d515a1fce5def6b41cdc481701ad389,0,0.0,0,0
58,5ffe0080744ba6ed2707767653a673d51d2c0c23,0,0.0,0,0
59,91dafbcea8fe66127d5fbab5bb06d7712701feba,0,0.0,0,0
60,64b2f90d20a20faab6e3cdbf6009475562740a87,0,0.0,0,0
61,b7b4ae33dc1f275297a5125ca7ed323756130dff,0,0.045,0,0
62,acb237c52dbc6b9c2976c05fcd610ca0433ce654,0,0.0,0,0
63,5b350aa33b1ec01d65c54b765d6f2ebe2dc61728,0,0.065,0,0
64,6363fced4b3837afb8a36ed109264b016097d8d8,0,0.0,0,0
65,a33b86e61f23170f6f63fd484dee477dc78bfa6c,0,0.0,0,0
66,45e38e91f902461a91dfbad36c681435aa95fac6,0,0.0,0,0
67,bb270696fd83de10172b2483941e52711d78d860,0,0.0,0,0
68,ed0f5bea111c449fa17478d7e0c7c37c3ede3863,0,0.005,0,0
69,f05c39b6e4d0c9d0f939a13bed916c442b098be6,0,0.0,0,0
70,d22f4e1e613ab35c7a7e07a0b69bf6bca92cb6c4,0,0.0,0,0
71,4453bb3ede27278e414cb634c2db1ad268116622,0,0.005,0,0
72,3302d5040bece8f2bf2e236bd99c5bbc160b1d93,0,0.01,0,0
73,5d675a0e294ca83b5739ef57be7e9bcfb04c35af,0,0.025,0,0
74,abf6899e0701e9b00f4f761082308255481dc5a8,0,0.0,0,0
75,46acdde8bde91f8f266ffeaefc8d526309c24998,0,0.005,0,0
76,fc686a48ef60a2282214a7102830f94cdcf16e2f,0,0.0,0,0
77,74d8ad5c2c490da71082cbb14cea66a0b3a666ed,0,0.0,0,0
78,8b54728564e3e0c75ef915fb17f172326e8be197,0,0.125,0,0
79,438716a839ff94ef72f7e261e7fb1114e482cb39,0,0.0,0,0
80,7f90306f909e6dba46be275c0f492c8de353b492,0,0.075,0,0
81,133327272a3c7466ff53acff875b473556d0a4b2,0,0.0,0,0
82,1406f67252c3ef919c1045ab2183fb03d2bd5464,0,0.04,0,0
83,797d550a92d7df12ebc83e3c5e3fafa61a2a8ce3,0,0.025,0,0
84,31d7eea1c6205066b91c79f19219a436b26e9060,0,0.09,0,0
85,306dbb0cb01f565bf04d8879cad9b413d94d4af5,0,0.0,0,0
86,628044f75ab1b38541090d5aa4e932d36b18078b,0,0.0,0,0
87,496eb10372c0161eac4729e758d789357adfcc0f,0,0.11,0,0
88,d62d4e21ef20ee01e65cbf5257e04d6b572aa73b,0,0.08,0,0
89,48ee23a7dda0caa8b737507ed3485cda7a1924b2,0,0.015,0,0
