,commit,pred,prob,label,fold
0,5e62bf80f345ff28d494c2b407a9e8691a9fb684,0,0.115,1,2
1,77d187eefc8596ef8203eb827486099cc8b27835,0,0.3,0,2
2,fac65b868c549d28b786568636bbc8362d2a78f2,0,0.01,0,2
3,c99a787752770b8952297e24e07bd404cb2f4f74,0,0.0,0,2
4,ac1c341558ae3139a5c1eb07bf148230192d6f57,0,0.26,0,2
5,3c92830ec51fb6b6e9a7ca2fb8fda324cd33e48a,0,0.06,0,2
6,e8300276291ae634eda52d812e6e8d7cfef2f8eb,0,0.005,0,2
7,3f796bf74666ff9a4a6d31f10dbde4fd5e837d6a,0,0.055,0,2
8,833885c29d3f037b8985e7822f714fbc484d0378,0,0.06,0,2
9,15b80753a6e8f481ea5029bc278e362994cb7bee,0,0.21,0,2
10,a6d27fd89dc5f8c317637e539bebb3fec14caf39,0,0.005,0,2
11,af81f7854348530a218d8e6e2b480cf8a8285eed,0,0.005,0,2
12,a1cde6ab707515ae014c2635f9d32ad0ba64e7a0,0,0.045,0,2
13,04e52eb6155b3cbf5fffc0d52689a3f679e40b19,0,0.275,0,2
14,7642423cfa70fc797601afd64ad28ed1609df9d2,0,0.01,0,2
15,3e055535103200da785d509e7b3de1e2d283867e,0,0.045,0,2
16,cd63fed74cbf264f9ae48b00700f143211a4bcd0,0,0.05,0,2
17,e55aaa5706f031df2e8d68bdf088604c79944246,0,0.065,0,2
18,a72a5ced53067d3516ffbebf00a633743bbfeb5c,0,0.0,0,2
19,f3a7cf629c19dc80734b5b6c3933fcc76c8a50a0,0,0.0,0,2
20,5e5ba1b8129fc0d235b149ee699ecb2fdebfd39f,0,0.01,0,2
21,b2ec67b54a4a7ff7adb34aca9a06ccba36775bba,0,0.0,0,2
22,63374a181393d941c805b6909c2ae5c41159e745,0,0.005,0,2
23,ddcf6aa50b2e4f0c432add091ed6ea44b7f12365,0,0.02,0,2
24,28555d4c6d8e56eb22a978559b89dbd4e1c7c876,0,0.01,0,2
25,c202aa8cec19d80f4671e77370287540a0777b7b,0,0.0,0,2
26,8bb3526317408fba3ae351719feb68703aa5fdbb,0,0.015,0,2
27,69d4bf883cd7402d13497a40422d20096b2b9aa9,0,0.02,0,2
28,bb76a6848b37cc3f418a370c56f597486618197b,0,0.005,0,2
29,18f5f54ca0e78df12586e0750e257058746a5a39,0,0.115,0,2
30,4d4e0b0481ddc14c201d1e732967cf7b55c4bceb,0,0.165,0,2
31,1002c9e243883654f9c1e6beae643fb4e72fc172,0,0.085,0,2
32,2fa0b168d62a07365b2787d0ed97fa1c2cfb673b,0,0.08,0,2
33,2ebf9a21d2dc99ab2f434111cac9dcd6da99d574,0,0.095,0,2
34,bfcdeeaf441feffba724f03602cec2cf7b181a86,0,0.11,0,2
35,a06f83a7621f323012ddc69836cda1294a5e2114,0,0.08,0,2
36,242b815437b9a988c2ce9e980295ca8a9e302e7a,0,0.085,0,2
37,b4842f559f0d8b8b5a98a19b1f3795a42c1a2614,0,0.105,0,2
38,94184ce3837e4268f3d0a7459f90e6bb920dd54a,0,0.05,0,2
39,3a68fe8b7e2aecaf75535415d2a7c8268345cd26,0,0.125,0,2
40,51512905c31ff19b91fc67b2cb3ddb5b1fa0fd51,0,0.01,0,2
41,131917a0d3303ca2c38fd1d6765b9bed2c23ff89,0,0.005,0,2
42,69383a2babea381e7e114d2e7bb8b44eb4b14ca5,0,0.055,0,2
43,6d3796e64bdd5f3f4857bfca6982e6ecf98a2b33,0,0.01,0,2
44,31466db6ecd115aa74616e14a75721b45c0f59f9,0,0.02,1,2
45,94ec5a11122b2e60fbffcc35373c978c839bf8ae,0,0.08,0,2
46,00fafe772ceb91c9f26d79f5a2f6c3695a141115,0,0.0,0,2
47,e8a2c29721d145c52c970049e5469cfb0dcefd87,0,0.055,0,2
48,68acbc803e416a38616bc25505cb88dde81af5ca,0,0.075,0,2
49,6849dfc8a660bf8c95354520a2fa1283c9b3aa43,0,0.18,0,2
50,fad946a1d79486c5118a596e8ac67ef7d5189070,0,0.0,0,2
51,f59a674a26d349b7069158023194ad0d7a38a9e4,0,0.01,0,2
52,5fb158cc05a9ec78e31e49abb654e00a7b65721b,0,0.045,0,2
53,17a6d163c62d7bbfc9e19c11e0d52ae06b5160b1,0,0.01,0,2
54,421db380d060e9f037a8ecbc446c414efaa6923f,0,0.12,0,2
55,cc1aed9bdf196403c673a886bbf723101171a9bf,0,0.025,0,2
56,fb7784fa1472b4c55d329aacae672f416e11a703,0,0.005,0,2
57,61579335bcb3da854fc8be82b5e61dc52b5018d3,0,0.105,1,2
58,03fe88ab71cf2eadaa39654786c3fba713742768,0,0.03,0,2
59,59022fb870c2c45a27e00943003c5acdeddaeec3,0,0.095,0,2
60,54e63005446a2b0a4255ba16838122c5808ef886,0,0.105,0,2
61,04b55bc7ca0b0ac444fdc8ad01acef8172852a8f,0,0.045,0,2
62,06b7cd3a31c4565ceb0a127273ef800a3d084caf,0,0.12,0,2
63,78e2f4c1223d45db3c5f7c20bf51586fbb566948,0,0.18,0,2
64,5f479e70cd10a6b6d519ee5957135da9b9338dae,0,0.105,0,2
65,0822b4226f31e50ec244d311e56e3446a8e5811f,0,0.055,0,2
66,f37f4b68f3343e2b8f8d82c40398f975116102f2,0,0.015,0,2
67,94faa31bcf5c4fcb20818a3a0d23ae789932d2df,0,0.11,0,2
68,612236c8a77d5d8c4755e287f682cf06d773a902,0,0.08,0,2
69,756ccc935ef2a8f9f48e96f28c7c622ffb3e6627,0,0.02,0,2
70,3acffccf15027bcf87e25a432f085c45e103b0ec,0,0.215,0,2
71,0343b4fda87161265acf30d5ee61e525e751358d,0,0.015,0,2
72,0611710c619e67affe9e3b6471943d0ccdb9da73,0,0.0,0,2
73,5637a5204ffd7b77f569ed28f85610eb782a159e,0,0.005,0,2
74,a48071b0d489420bfdc0c2ed7254d1dba243f700,0,0.065,0,2
75,61bec859ac3ee087a69edeed8b65ec39a6646f18,0,0.005,0,2
76,71d7c3264239c55b6e2daf89c44c5685085f26dd,0,0.065,0,2
77,d68f7f5f44924ddee14428e16b7458e2878baef2,0,0.035,1,2
78,6bb871786e563ed82e2b8d26314c22772808fe5d,0,0.0,0,2
79,8ac3334a04928faab627aef4daf4ac51c28a95ef,0,0.0,0,2
80,ec4d8a9a6b783f1d5d603d5272c94deb1e7375ef,0,0.01,0,2
81,405bde36c42e591bde85d6bca1ccb1910a33a962,0,0.155,0,2
82,e79a590e0cdabd93883aca964db2a862ff3f8490,0,0.02,0,2
83,82152f41ac8a727c2f0042bd555452dc2dda11b1,0,0.02,0,2
84,0e266204f535aa48f74d4f2480b2268c13e26b22,0,0.02,0,2
85,39380da86acc717f419da48f070f8cf7d9f9ec94,0,0.005,0,2
86,474a837858a8e7a98316f97e9ed387d0161015f2,0,0.025,0,2
87,7d5a61ed64315bd6570c5cb55c1f53853a3fffa5,0,0.06,0,2
