,commit,pred,prob,label,fold
0,76a5cd998b2f2b9dd1cc09e58b6b64e51124b8a3,0,0.0,0,0
1,8e23b250a44033e5d4765a6edbabab6cc4f940c3,0,0.005,0,0
2,1220f2f7ba6f75a6bed01f7a66bbda9c3b3646c6,0,0.0,0,0
3,fa027a4685bacd9e32b3bc7d875717b4457f6829,0,0.055,0,0
4,881a4ee8db1e1826b749579d2284ace982c953ca,0,0.075,0,0
5,af858a6ca224946195b1923a780678b20cb99603,0,0.05,0,0
6,68fa81123abdd8bcab2593b0f702d74e380e9051,0,0.0,0,0
7,b285f17023da248bdcb3093283e4b9e930bdd09c,0,0.02,0,0
8,f7222ca6c3b6c1018a52fd649029394e6608f1db,0,0.005,1,0
9,05aae985d9d0e26cf278cdd6f69672ebe3f8ed92,0,0.005,0,0
10,721730b00b1dc2ea616a3e7958e4ad15134de975,0,0.045,0,0
11,f3a785108f853e327001dcd435e92525d7fba96c,0,0.105,0,0
12,ab0a2f761f4529daa0a1e7128ffb8ae417a0104d,0,0.03,0,0
13,e9ea52189a92f7e2ab051e4d75c4e0c872034b18,0,0.11,0,0
14,1cdc902f3d7cf877b4db7a31f19eb1dfd2fade3e,0,0.325,0,0
15,7573e9eec065ac1ccc2134aa751a191da3ca3dff,0,0.015,0,0
16,d944333d0178d449b6af013c5ec2174765cf15bb,0,0.015,0,0
17,c823ac5673e9da094a3b24b99987a533c548dac4,0,0.17,0,0
18,e42da5d9d21438c220768464b6a1f5b36bad92a5,0,0.015,0,0
19,8e5867eda8328e4cb2e103d098d0c9f3c2fab50e,0,0.035,0,0
20,ba3c2201c6689818c457b5a03d14eb75af55063c,0,0.225,0,0
21,b12610d35e7798c66fc1d9b0811d10aadb87569d,0,0.045,0,0
22,aff82362cf13646b0dfae6375c895df7d5ca6b6b,0,0.14,0,0
23,c1ba07bb65f41afed35c12c12b40b4e8d03a408a,0,0.205,0,0
24,54a7796ff234a9cbd2c66f8b1e5621f0898402f1,0,0.09,0,0
25,3a45bc5b6d9b884be25f98982c9cabcaecdba96c,0,0.125,0,0
